respondent_id,현재 함께 거주하고 있는 인원 구성은 어떻게 되나요?,현재의 결혼/동거 상태를 가장 잘 설명하는 항목을 선택해주세요.,,안방(침실)에서 침대에 앉아 기대어 생활하는 빈도는 어느 정도인가요?,"침대에 기대어 생활하는 경우, 보통 한 번에 얼마나 오래 머무르시나요?",침대에 기대어 있을 때 주로 어떤 활동을 하나요? (모두 선택),,,,,,,현재 침실(안방)에 놓여 있는 가구와 물건은 무엇인가요? (모두 골라주세요),,,,,,,,,,침대를 고를 때 헤드보드 디자인이 구매 결정에 얼마나 영향을 미치나요?,현재 침대의 헤드보드는 어떤 형태로 되어 있나요?,헤드보드를 없이 침대를 사용하시는 이유는 무엇인가요?,헤드보드 없이 침대를 이용하시면서 불편했던 점은 무엇인가요?,현재 사용 중인 침대의 헤드보드는 ‘기대어 사용하기에 편안하다’고 느끼시나요?,"헤드보드가 기대어 사용하기 불편하다고(그렇지 않다고) 응답하신 경우,어떤 점이 가장 아쉬운가요? (모두 선택)",,,,,,"기대기 불편할 때, 보통 어떻게 보완해서 사용하시나요?",,,,,동의 여부,현재 거주 형태를 선택해주세요.,,성을 선택해주세요.,출생연도,추후 인터뷰 희망 여부,User_ID
115013911917,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,아기랑 놀아주기,,,화장대,,책상 / 작업 공간,옷장 / 드레스룸,,,"아기용품 (수유용품, 유아침대 등)",,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,,쿠션감이 부족하다,,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1989,예,5534342
115013912164,4인 이상 가구,결혼한 지 5년 이상,,주 3–4회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),책상 / 작업 공간,,,,,,매우 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1983,아니오,21183887
115013909858,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,주 3–4회 정도,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,,,그 외 없음,어느 정도 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,,,머리·목을 받쳐주지 못한다,,,,쿠션을 추가로 둔다,,,,동의합니다,단독주택,,남성,1987,예,7607693
115013909709,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,주 3–4회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",독서,,대화 / 통화,,,TV / 모니터,,,,,,,,,책.좋아하는 향수장.애장품,어느 정도 중요함,없음(무헤드),철제가구,오래 있지 못함 잠 자기 전의 편안한 행복타임,,,,,,,,,,,,,동의합니다,빌라,,여성,1959,아니오,1255540
115013910325,3인 가구 (자녀 포함),결혼한 지 1~3년,,주 3–4회 정도,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,소파 / 1인용 의자,,,,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1989,예,14870291
115013910359,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,,책상 / 작업 공간,옷장 / 드레스룸,,,,,전혀 중요하지 않음,없음(무헤드),잠만 잔다,없음,,,,,,,,,,,,,동의합니다,아파트,,여성,1970,예,20957773
115013910000,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,,,,,,매우 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1974,예,19351029
115013909124,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,주 1–2회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1958,예,20503899
115013909894,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,,,화장대,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,빌라,,여성,1995,예,13893316
115013910040,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,주 3–4회 정도,5–15분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,,,,,책상 / 작업 공간,,,,,,전혀 중요하지 않음,없음(무헤드),편함,없음,,,,,,,,,,,,,동의합니다,빌라,,여성,1985,아니오,19969423
115013909324,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,,,,,,,,,,,옷서랍장,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,각도가 불편하다,,,,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1986,예,22022714
115013909072,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),책상 / 작업 공간,,,,,,별로 중요하지 않음,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,,,,오래 기대기엔 구조적으로 불안하다,,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1988,예,8044469
115013908477,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,옷장 / 드레스룸,,,,,별로 중요하지 않음,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,각도가 불편하다,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1976,예,13288178
115013908062,3인 가구 (자녀 포함),가족(부모 등)과 거주 중,,"매일, 비교적 오랜 시간 사용한다",1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,소파 / 1인용 의자,화장대,,책상 / 작업 공간,옷장 / 드레스룸,,,,,매우 중요함,없음(무헤드),사다보니 헤드가 없었음,벽에 기댈 때 등베개 필수,,,,,,,,,,,,,동의합니다,아파트,,여성,1988,예,11768535
115013908105,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,대화 / 통화,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,세라젬,매우 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,기대면 등이 아프다,각도가 불편하다,쿠션감이 부족하다,,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1981,예,23944202
115013907947,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 1–2회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1983,아니오,12278941
115013907334,3인 가구 (자녀 포함),가족(부모 등)과 거주 중,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,TV / 모니터,,,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1975,아니오,22553812
115013907028,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 매일,1시간 이상,,"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,빌라,,여성,1993,예,7334024
115013906423,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,,,,"아기용품 (수유용품, 유아침대 등)",,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,각도가 불편하다,쿠션감이 부족하다,,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1983,예,3810035
115013906188,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,TV / 모니터,,,,,옷장 / 드레스룸,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1990,아니오,7672492
115013904794,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 1–2회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",독서,,대화 / 통화,잠들기 전 휴식,,TV / 모니터,,,협탁 (침대 옆 테이블),,,,,,수납장,매우 중요함,없음(무헤드),깔끔함,등받이가 없음 빈백 이용,,,,,,,,,,,,,동의합니다,아파트,,여성,1980,예,1538699
115013904871,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),책상 / 작업 공간,,,,,,매우 중요함,없음(무헤드),방이 좁은편이여서 제거해서 사용중이에요,자꾸 베개가 떨어져서 불편했는데 벽에 붙여서 사용하니 괜찮아요,,,,,,,,,,,,,동의합니다,아파트,,여성,1994,예,7155672
115013904095,3인 가구 (자녀 포함),기타(구체적으로 적어주세요),막내딸과 반려견과 부부가 살고 있어요,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,침대,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,기타(구체적으로 명시),32평,여성,1961,아니오,26179083
115013903919,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1964,예,13121155
115013903139,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,5–15분,,"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,"가습기, 청정기",어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1963,예,18553466
115013902989,3인 가구 (자녀 포함),가족(부모 등)과 거주 중,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),책상 / 작업 공간,옷장 / 드레스룸,,,,책장,매우 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,남성,1970,아니오,19134696
115013903044,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,옷장 / 드레스룸,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,빌라,,여성,1973,예,26203531
115013902421,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 3–4회 정도,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,,,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1971,아니오,15005377
115013903031,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,운동기구,,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1990,예,20574929
115013902453,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,어느 정도 중요함,없음(무헤드),라지킹사이즈를 고르다보니 마음에드는 헤드는 퀸이나 킹 정도 사이즈밖에없었어요.,기대고싶은데 못기대는게 가장 불편하고 대신 큰 배게를 항상 세워둬요,,,,,,,,,,,,,동의합니다,아파트,,여성,1988,예,8888486
115013901822,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 1–2회 정도,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,조명,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,빌라,,여성,1970,예,25843294
115013901165,3인 가구 (자녀 포함),가족(부모 등)과 거주 중,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1978,아니오,16821301
115013901487,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,,쿠션감이 부족하다,,,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1995,예,15035515
115013900812,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,주 1–2회 정도,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,,,,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,빌라,,여성,2002,예,21627410
115013899197,4인 이상 가구,결혼한 지 5년 이상,,주 1–2회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,노트북 작업 (업무 / 검색),,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,단독주택,,여성,1984,예,13056447
115013899960,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,거의 매일,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,,,옷장 / 드레스룸,,식물 / 인테리어 소품,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1995,예,18150464
115013899390,2인 가구 (배우자 / 연인 / 친구 등),가족(부모 등)과 거주 중,,"매일, 비교적 오랜 시간 사용한다",1시간 이상,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,빌라,,여성,1979,예,24232410
115013898763,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,주 1–2회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,,,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1981,예,26380085
115013898684,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,TV / 모니터,,,,,옷장 / 드레스룸,,,,,보통이다,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1977,예,26358540
115013898368,2인 가구 (배우자 / 연인 / 친구 등),가족(부모 등)과 거주 중,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,노트북 작업 (업무 / 검색),,,,TV / 모니터,,,,책상 / 작업 공간,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,전혀 그렇지 않다,,,,,오래 기대기엔 구조적으로 불안하다,,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1990,아니오,24563596
115013898186,4인 이상 가구,결혼한 지 5년 이상,,주 3–4회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1978,예,17262083
115013896875,3인 가구 (자녀 포함),결혼한 지 3~5년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,,,옷장 / 드레스룸,,식물 / 인테리어 소품,"아기용품 (수유용품, 유아침대 등)",,어느 정도 중요함,없음(무헤드),통풍 문제,구획이 안되는 점,,,,,,,,,,,,,동의합니다,아파트,,여성,1981,예,14337475
115013897857,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,남성,1969,아니오,16362715
115013897070,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,옷장 / 드레스룸,,,,옷걸이. 가습기,보통이다,나무/철제 등 (하드 타입),,,그렇지 않다,,각도가 불편하다,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1979,예,9632308
115013897249,4인 이상 가구,결혼한 지 5년 이상,,주 1–2회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1980,아니오,14987927
115013897104,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,거의 매일,1시간 이상,,,독서,,,잠들기 전 휴식,,TV / 모니터,소파 / 1인용 의자,화장대,협탁 (침대 옆 테이블),,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,오피스텔,,여성,1977,예,24964381
115013890624,2인 가구 (배우자 / 연인 / 친구 등),가족(부모 등)과 거주 중,,주 3–4회 정도,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,노트북 작업 (업무 / 검색),,잠들기 전 휴식,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,각도가 불편하다,쿠션감이 부족하다,,,,베개를 여러 개 받친다,,벽에 기대어 앉는다,,,동의합니다,아파트,,여성,1985,예,12475590
115013897422,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1995,예,16232771
115013897090,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,옷 서랍,매우 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,기대면 등이 아프다,각도가 불편하다,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1994,예,3250580
115013895977,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 매일,5분 이내,,,,,,잠들기 전 휴식,,TV / 모니터,,화장대,,,옷장 / 드레스룸,,,,,보통이다,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,,쿠션감이 부족하다,,,,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1971,아니오,23340816
115013896330,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,주 1–2회 정도,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,화장대,,,,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,남성,1990,예,17992788
115013896240,4인 이상 가구,가족(부모 등)과 거주 중,,주 3–4회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,,,,협탁 (침대 옆 테이블),책상 / 작업 공간,,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1969,예,14858133
115013895920,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 3–4회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,기대면 등이 아프다,,,,오래 기대기엔 구조적으로 불안하다,조명이 있는 선반형 침대헤드라 충전하고 소지품놓기에는 편하지만 기대기 어려운구조로 벽에 주로 기대어있음,,,벽에 기대어 앉는다,,,동의합니다,빌라,,여성,1982,아니오,26427206
115013895448,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,,,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,,,,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1989,예,17973633
115013894525,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,보통이다,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1983,예,12956415
115013894501,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1981,예,21588520
115013895434,4인 이상 가구,기타(구체적으로 적어주세요),결혼한지 20년,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,별로 중요하지 않음,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1978,예,24699487
115013893773,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,,소파 / 1인용 의자,화장대,협탁 (침대 옆 테이블),,,,,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,빌라,,여성,1972,예,12737087
115013892400,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,,,화장대,,,옷장 / 드레스룸,,식물 / 인테리어 소품,,스탠바이미,매우 중요함,나무/철제 등 (하드 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1984,예,6608311
115013894460,3인 가구 (자녀 포함),가족(부모 등)과 거주 중,,주 1–2회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,,,소파 / 1인용 의자,,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,없음(무헤드),곧 구매할예정 이사한지 얼마안되서 기존자취때 물건을쓰고있음,목이 불편,,,,,,,,,,,,,동의합니다,아파트,,여성,1979,예,26137012
115013893703,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,없음(무헤드),아직 마음에 드는 제품을 못찾아서~,기댈때 항상 방석 여러개를 겹쳐 사용해야하고 벽지에 그대로 기대기 찝찝해요.,,,,,,,,,,,,,동의합니다,빌라,,여성,1978,예,18494460
115013893215,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1971,예,13149398
